,gene,chromosome,start,stop,W/C,start_promoter,promoter_median,start_tss,max_frecuency(YPD),freq_total(sum),count_samples(freq),GC_start-100,GC_tss-100,GC_start-200,GC_tss-200,GC_start-300,GC_tss-300,GC_start-400,GC_tss-400,GC_start-500,GC_tss-500,GC_start-600,GC_tss-600
YMR216C,SKY1,13,701039.0,698811.0,-1,701639.0,701339.0,701206.0,19.0,317.0,247.0,36.0,28.0,74.0,60.0,100.0,107.0,133.0,142.0,181.0,169.0,206.0,206.0
YMR217W,GUA1,13,701790.0,703367.0,1,701190.0,701490.0,701731.0,147.0,1618.0,405.0,33.0,35.0,59.0,63.0,98.0,111.0,139.0,143.0,170.0,170.0,203.0,205.0
YMR218C,TRS130,13,706887.0,703579.0,-1,707487.0,707187.0,706923.0,1.0,2.0,9.0,31.0,33.0,65.0,65.0,97.0,99.0,140.0,143.0,179.0,181.0,221.0,221.0
YMR220W,ERG8,13,712316.0,713671.0,1,711716.0,712016.0,712306.0,45.0,706.0,384.0,34.0,32.0,67.0,63.0,113.0,110.0,148.0,145.0,180.0,178.0,220.0,218.0
YMR222C,FSH2,13,716309.0,715638.0,-1,716909.0,716609.0,716337.0,8.0,155.0,165.0,28.0,28.0,58.0,57.0,88.0,86.0,121.0,121.0,154.0,156.0,192.0,196.0
YMR223W,UBP8,13,716715.0,718130.0,1,716115.0,716415.0,716497.0,9.0,121.0,102.0,33.0,28.0,63.0,57.0,92.0,101.0,118.0,151.0,164.0,196.0,210.0,245.0
YMR224C,MRE11,13,720653.0,718575.0,-1,721253.0,720953.0,720703.0,5.0,68.0,86.0,40.0,32.0,71.0,64.0,104.0,99.0,143.0,139.0,180.0,181.0,220.0,219.0
YMR225C,MRPL44,13,721403.0,720960.0,-1,722003.0,721703.0,721424.0,127.0,1009.0,374.0,37.0,40.0,71.0,72.0,110.0,113.0,153.0,153.0,195.0,199.0,238.0,241.0
YMR227C,TAF7,13,724385.0,722613.0,-1,724985.0,724685.0,724428.0,5.0,75.0,107.0,32.0,31.0,64.0,66.0,100.0,94.0,128.0,125.0,161.0,161.0,199.0,197.0
YMR228W,MTF1,13,724626.0,725651.0,1,724026.0,724326.0,724597.0,8.0,121.0,105.0,35.0,34.0,66.0,65.0,103.0,105.0,135.0,138.0,172.0,173.0,215.0,214.0
YMR230W,RPS10B,13,732414.0,733141.0,1,731814.0,732114.0,732382.0,1076.0,8363.0,851.0,35.0,35.0,75.0,74.0,104.0,103.0,136.0,133.0,165.0,166.0,207.0,207.0
YMR231W,PEP5,13,733545.0,736634.0,1,732945.0,733245.0,733493.0,12.0,37.0,33.0,32.0,30.0,65.0,65.0,94.0,89.0,117.0,119.0,158.0,158.0,195.0,196.0
YMR233W,TRI1,13,739185.0,739865.0,1,738585.0,738885.0,739140.0,16.0,105.0,88.0,31.0,29.0,63.0,56.0,101.0,97.0,132.0,129.0,163.0,163.0,199.0,193.0
YMR234W,RNH1,13,740266.0,741312.0,1,739666.0,739966.0,740193.0,3.0,35.0,60.0,31.0,29.0,56.0,56.0,84.0,85.0,117.0,121.0,153.0,152.0,185.0,191.0
YMR235C,RNA1,13,742735.0,741512.0,-1,743335.0,743035.0,742779.0,33.0,453.0,212.0,31.0,33.0,66.0,69.0,109.0,116.0,158.0,160.0,206.0,211.0,252.0,260.0
YMR236W,TAF9,13,742971.0,743444.0,1,742371.0,742671.0,742961.0,115.0,1456.0,396.0,34.0,34.0,68.0,67.0,112.0,112.0,153.0,153.0,193.0,194.0,234.0,232.0
YMR237W,BCH1,13,743749.0,745923.0,1,743149.0,743449.0,743665.0,28.0,406.0,266.0,37.0,38.0,75.0,74.0,110.0,122.0,161.0,167.0,208.0,219.0,256.0,263.0
YMR238W,DFG5,13,746353.0,747729.0,1,745753.0,746053.0,746219.0,91.0,997.0,397.0,30.0,34.0,60.0,70.0,94.0,97.0,128.0,130.0,157.0,166.0,191.0,206.0
YMR239C,RNT1,13,749677.0,748262.0,-1,750277.0,749977.0,749727.0,29.0,160.0,97.0,39.0,38.0,73.0,70.0,105.0,109.0,148.0,150.0,188.0,187.0,227.0,230.0
YMR240C,CUS1,13,751240.0,749930.0,-1,751840.0,751540.0,751296.0,20.0,357.0,297.0,33.0,30.0,72.0,79.0,116.0,115.0,155.0,151.0,187.0,185.0,224.0,223.0
YMR241W,YHM2,13,751961.0,752905.0,1,751361.0,751661.0,751816.0,76.0,629.0,315.0,31.0,31.0,70.0,66.0,102.0,107.0,142.0,150.0,183.0,185.0,224.0,222.0
YMR242C,RPL20A,13,754220.0,753225.0,-1,754820.0,754520.0,754241.0,828.0,8872.0,607.0,32.0,34.0,86.0,87.0,133.0,136.0,168.0,170.0,201.0,202.0,236.0,234.0
YMR243C,ZRC1,13,756166.0,754838.0,-1,756766.0,756466.0,756277.0,145.0,1863.0,749.0,35.0,44.0,80.0,78.0,116.0,117.0,152.0,160.0,194.0,208.0,240.0,242.0
YMR244C-A,COA6,13,758831.0,758517.0,-1,759431.0,759131.0,758898.0,9.0,243.0,315.0,37.0,48.0,89.0,98.0,140.0,137.0,183.0,186.0,229.0,231.0,273.0,274.0
YMR246W,FAA4,13,759807.0,761891.0,1,759207.0,759507.0,759580.0,594.0,3935.0,772.0,31.0,40.0,68.0,91.0,116.0,130.0,160.0,178.0,206.0,218.0,252.0,271.0
YMR250W,GAD1,13,770801.0,772558.0,1,770201.0,770501.0,770758.0,4.0,38.0,88.0,40.0,34.0,79.0,74.0,106.0,104.0,138.0,136.0,171.0,176.0,215.0,216.0
YMR251W,GTO3,13,772915.0,774015.0,1,772315.0,772615.0,772674.0,0.0,0.0,1.0,37.0,34.0,77.0,73.0,107.0,118.0,144.0,155.0,189.0,202.0,226.0,246.0
YMR251W-A,HOR7,13,774752.0,774931.0,1,774152.0,774452.0,774711.0,2405.0,7903.0,784.0,29.0,36.0,65.0,84.0,121.0,141.0,172.0,188.0,224.0,234.0,274.0,290.0
YMR255W,GFD1,13,778001.0,778567.0,1,777401.0,777701.0,777948.0,11.0,119.0,155.0,36.0,42.0,72.0,75.0,108.0,114.0,146.0,151.0,186.0,197.0,228.0,244.0
YMR256C,COX7,13,779127.0,778945.0,-1,779727.0,779427.0,779156.0,92.0,1116.0,758.0,24.0,36.0,74.0,76.0,106.0,103.0,133.0,136.0,167.0,171.0,197.0,199.0
YMR257C,PET111,13,782031.0,779629.0,-1,782631.0,782331.0,782419.0,4.0,29.0,39.0,25.0,35.0,54.0,62.0,94.0,96.0,129.0,128.0,163.0,171.0,188.0,207.0
YMR258C,ROY1,13,784281.0,782620.0,-1,784881.0,784581.0,784320.0,19.0,220.0,148.0,34.0,35.0,62.0,63.0,97.0,93.0,123.0,122.0,158.0,163.0,195.0,194.0
YMR259C,TRM732,13,788883.0,784621.0,-1,789483.0,789183.0,788942.0,2.0,8.0,10.0,32.0,28.0,62.0,62.0,99.0,95.0,123.0,117.0,151.0,153.0,188.0,190.0
YMR260C,TIF11,13,789839.0,789378.0,-1,790439.0,790139.0,789864.0,675.0,4958.0,687.0,31.0,33.0,58.0,58.0,86.0,84.0,122.0,123.0,159.0,157.0,195.0,197.0
YMR261C,TPS3,13,793369.0,790205.0,-1,793969.0,793669.0,793455.0,6.0,58.0,77.0,36.0,35.0,76.0,91.0,129.0,131.0,171.0,179.0,216.0,223.0,263.0,266.0
YMR263W,SAP30,13,794919.0,795524.0,1,794319.0,794619.0,794893.0,43.0,459.0,210.0,28.0,25.0,67.0,67.0,106.0,113.0,156.0,157.0,202.0,206.0,247.0,250.0
YMR264W,CUE1,13,795805.0,796416.0,1,795205.0,795505.0,795759.0,51.0,418.0,205.0,36.0,41.0,76.0,73.0,113.0,109.0,150.0,155.0,196.0,201.0,245.0,250.0
YMR266W,RSN1,13,798518.0,801379.0,1,797918.0,798218.0,798507.0,2.0,19.0,28.0,32.0,29.0,66.0,69.0,103.0,105.0,152.0,156.0,211.0,212.0,244.0,242.0
YMR267W,PPA2,13,801772.0,802704.0,1,801172.0,801472.0,801698.0,4.0,58.0,102.0,35.0,38.0,68.0,60.0,93.0,89.0,122.0,127.0,165.0,166.0,203.0,209.0
YMR268C,PRP24,13,804222.0,802888.0,-1,804822.0,804522.0,804264.0,8.0,62.0,68.0,29.0,28.0,60.0,60.0,96.0,98.0,143.0,145.0,182.0,186.0,224.0,228.0
YMR269W,TMA23,13,804456.0,805091.0,1,803856.0,804156.0,804426.0,44.0,253.0,94.0,30.0,31.0,59.0,60.0,103.0,106.0,135.0,136.0,175.0,180.0,213.0,213.0
YMR270C,RRN9,13,806423.0,805326.0,-1,807023.0,806723.0,806564.0,3.0,23.0,45.0,37.0,28.0,72.0,62.0,99.0,87.0,126.0,124.0,163.0,164.0,202.0,206.0
YMR271C,URA10,13,807548.0,806865.0,-1,808148.0,807848.0,807613.0,2.0,15.0,39.0,36.0,42.0,72.0,74.0,113.0,110.0,144.0,145.0,181.0,177.0,215.0,208.0
YMR272C,SCS7,13,810777.0,809623.0,-1,811377.0,811077.0,810816.0,111.0,491.0,169.0,35.0,30.0,72.0,83.0,126.0,122.0,167.0,164.0,210.0,210.0,254.0,256.0
YMR273C,ZDS1,13,813980.0,811233.0,-1,814580.0,814280.0,814179.0,14.0,73.0,55.0,28.0,38.0,66.0,69.0,104.0,112.0,134.0,153.0,177.0,195.0,219.0,239.0
YMR274C,RCE1,13,815311.0,814364.0,-1,815911.0,815611.0,815358.0,7.0,81.0,73.0,33.0,21.0,59.0,49.0,87.0,75.0,118.0,112.0,148.0,145.0,189.0,184.0
YMR275C,BUL1,13,818581.0,815651.0,-1,819181.0,818881.0,818626.0,18.0,78.0,43.0,43.0,45.0,86.0,86.0,126.0,127.0,170.0,175.0,227.0,239.0,289.0,290.0
YMR276W,DSK2,13,818827.0,819948.0,1,818227.0,818527.0,818799.0,474.0,1854.0,203.0,40.0,50.0,85.0,87.0,132.0,134.0,178.0,183.0,230.0,235.0,286.0,287.0
YMR277W,FCP1,13,820256.0,822454.0,1,819656.0,819956.0,820137.0,188.0,937.0,140.0,45.0,34.0,80.0,67.0,113.0,120.0,163.0,168.0,209.0,224.0,266.0,280.0
YMR278W,PRM15,13,822763.0,824631.0,1,822163.0,822463.0,822723.0,210.0,451.0,127.0,39.0,30.0,54.0,47.0,83.0,85.0,130.0,131.0,174.0,181.0,224.0,219.0
YMR280C,CAT8,13,831329.0,827028.0,-1,831929.0,831629.0,831411.0,0.0,0.0,3.0,24.0,25.0,56.0,71.0,103.0,106.0,133.0,140.0,170.0,174.0,204.0,206.0
YMR281W,GPI12,13,832339.0,833253.0,1,831739.0,832039.0,832265.0,3.0,32.0,49.0,35.0,37.0,76.0,78.0,112.0,111.0,146.0,140.0,178.0,182.0,217.0,212.0
YMR282C,AEP2,13,835098.0,833356.0,-1,835698.0,835398.0,835142.0,4.0,35.0,55.0,34.0,35.0,65.0,63.0,106.0,103.0,141.0,142.0,176.0,176.0,214.0,214.0
YMR283C,RIT1,13,836867.0,835326.0,-1,837467.0,837167.0,836954.0,1.0,3.0,13.0,35.0,31.0,68.0,72.0,109.0,113.0,148.0,145.0,183.0,181.0,216.0,207.0
YMR284W,YKU70,13,838187.0,839995.0,1,837587.0,837887.0,838167.0,2.0,30.0,60.0,32.0,35.0,70.0,73.0,108.0,109.0,141.0,140.0,167.0,170.0,194.0,194.0
YMR285C,NGL2,13,841691.0,840144.0,-1,842291.0,841991.0,841699.0,37.0,233.0,137.0,33.0,33.0,65.0,66.0,107.0,110.0,150.0,151.0,189.0,193.0,223.0,224.0
YMR286W,MRPL33,13,841942.0,842202.0,1,841342.0,841642.0,841925.0,57.0,343.0,150.0,33.0,34.0,71.0,70.0,109.0,108.0,138.0,140.0,184.0,191.0,230.0,231.0
YMR287C,DSS1,13,845345.0,842436.0,-1,845945.0,845645.0,845416.0,1.0,6.0,9.0,38.0,39.0,72.0,72.0,111.0,116.0,154.0,155.0,195.0,202.0,239.0,235.0
YMR288W,HSH155,13,845571.0,848486.0,1,844971.0,845271.0,845550.0,6.0,33.0,36.0,37.0,35.0,73.0,70.0,115.0,114.0,158.0,158.0,195.0,192.0,230.0,226.0
YMR289W,ABZ2,13,848685.0,849809.0,1,848085.0,848385.0,848655.0,3.0,20.0,45.0,32.0,32.0,61.0,60.0,100.0,101.0,145.0,146.0,179.0,182.0,222.0,220.0
YMR290C,HAS1,13,851591.0,850074.0,-1,852191.0,851891.0,851618.0,82.0,1040.0,477.0,30.0,28.0,60.0,59.0,95.0,92.0,129.0,127.0,165.0,170.0,219.0,218.0
YMR291W,TDA1,13,852630.0,854390.0,1,852030.0,852330.0,852605.0,3.0,39.0,100.0,39.0,35.0,68.0,69.0,107.0,106.0,151.0,156.0,198.0,207.0,244.0,245.0
YMR292W,GOT1,13,854795.0,855293.0,1,854195.0,854495.0,854765.0,85.0,704.0,194.0,43.0,45.0,85.0,83.0,109.0,102.0,130.0,131.0,169.0,170.0,211.0,216.0
YMR293C,HER2,13,856793.0,855399.0,-1,857393.0,857093.0,856823.0,4.0,32.0,46.0,35.0,35.0,67.0,70.0,103.0,108.0,146.0,150.0,183.0,183.0,217.0,220.0
YMR294W,JNM1,13,856966.0,858087.0,1,856366.0,856666.0,856939.0,3.0,15.0,22.0,32.0,31.0,68.0,67.0,92.0,97.0,130.0,131.0,170.0,173.0,219.0,223.0
YMR296C,LCB1,13,860891.0,859215.0,-1,861491.0,861191.0,860993.0,137.0,1839.0,484.0,41.0,27.0,68.0,61.0,102.0,97.0,138.0,133.0,174.0,172.0,212.0,217.0
YMR297W,PRC1,13,861922.0,863520.0,1,861322.0,861622.0,861850.0,499.0,4719.0,637.0,37.0,41.0,84.0,89.0,122.0,132.0,169.0,175.0,211.0,213.0,245.0,248.0
YMR298W,LIP1,13,863819.0,864271.0,1,863219.0,863519.0,863797.0,104.0,398.0,170.0,31.0,32.0,62.0,60.0,93.0,95.0,137.0,138.0,183.0,188.0,227.0,231.0
YMR299C,DYN3,13,865350.0,864412.0,-1,865950.0,865650.0,865358.0,8.0,95.0,94.0,25.0,24.0,51.0,52.0,83.0,84.0,115.0,117.0,153.0,154.0,196.0,198.0
YMR300C,ADE4,13,867091.0,865559.0,-1,867691.0,867391.0,867217.0,51.0,845.0,557.0,33.0,22.0,60.0,59.0,96.0,94.0,132.0,127.0,159.0,173.0,205.0,216.0
YMR301C,ATM1,13,869627.0,867555.0,-1,870227.0,869927.0,869694.0,93.0,750.0,170.0,41.0,42.0,84.0,80.0,116.0,113.0,148.0,140.0,178.0,178.0,214.0,214.0
YMR302C,YME2,13,872625.0,870073.0,-1,873225.0,872925.0,872691.0,10.0,130.0,137.0,32.0,38.0,75.0,75.0,107.0,109.0,148.0,155.0,193.0,200.0,236.0,232.0
YMR303C,ADH2,13,874337.0,873291.0,-1,874937.0,874637.0,874392.0,4.0,13.0,31.0,27.0,35.0,66.0,67.0,99.0,117.0,147.0,149.0,183.0,188.0,221.0,221.0
YMR304W,UBP15,13,874987.0,878679.0,1,874387.0,874687.0,874791.0,1.0,6.0,11.0,31.0,31.0,71.0,82.0,104.0,113.0,153.0,148.0,185.0,179.0,220.0,226.0
YMR305C,SCW10,13,880232.0,879063.0,-1,880832.0,880532.0,880347.0,270.0,1932.0,543.0,32.0,29.0,60.0,69.0,100.0,108.0,139.0,149.0,178.0,186.0,214.0,229.0
YMR307W,GAS1,13,887003.0,888682.0,1,886403.0,886703.0,886968.0,1029.0,6008.0,949.0,25.0,27.0,60.0,65.0,97.0,101.0,140.0,145.0,180.0,184.0,222.0,229.0
YMR308C,PSE1,13,892221.0,888952.0,-1,892821.0,892521.0,892368.0,9.0,70.0,84.0,43.0,30.0,83.0,57.0,112.0,88.0,141.0,108.0,164.0,135.0,189.0,165.0
YMR309C,NIP1,13,895426.0,892988.0,-1,896026.0,895726.0,895482.0,19.0,107.0,105.0,41.0,35.0,75.0,68.0,108.0,109.0,156.0,156.0,201.0,200.0,242.0,243.0
YMR311C,GLC8,13,897603.0,896914.0,-1,898203.0,897903.0,897642.0,8.0,187.0,183.0,41.0,41.0,82.0,81.0,110.0,108.0,137.0,135.0,170.0,167.0,206.0,207.0
YMR312W,ELP6,13,898405.0,899226.0,1,897805.0,898105.0,898381.0,33.0,482.0,201.0,28.0,35.0,69.0,75.0,105.0,107.0,138.0,141.0,165.0,165.0,194.0,198.0
YMR313C,TGL3,13,901307.0,899379.0,-1,901907.0,901607.0,901345.0,13.0,164.0,141.0,33.0,30.0,62.0,59.0,90.0,95.0,126.0,131.0,174.0,179.0,213.0,224.0
YMR314W,PRE5,13,901709.0,902413.0,1,901109.0,901409.0,901666.0,1569.0,3296.0,351.0,37.0,35.0,65.0,63.0,93.0,94.0,125.0,134.0,171.0,176.0,211.0,212.0
YMR316W,DIA1,13,904825.0,905835.0,1,904225.0,904525.0,904761.0,11.0,78.0,52.0,34.0,42.0,80.0,86.0,121.0,129.0,163.0,174.0,210.0,219.0,258.0,260.0
YMR318C,ADH6,13,912143.0,911061.0,-1,912743.0,912443.0,912170.0,119.0,2518.0,1089.0,34.0,38.0,75.0,77.0,121.0,122.0,160.0,165.0,205.0,205.0,236.0,232.0
YMR319C,FET4,13,914538.0,912880.0,-1,915138.0,914838.0,914617.0,31.0,717.0,280.0,26.0,27.0,56.0,62.0,85.0,96.0,129.0,142.0,173.0,184.0,213.0,223.0
YNL001W,DOM34,14,627456.0,628616.0,1,626856.0,627156.0,627401.0,6.0,89.0,127.0,29.0,27.0,57.0,60.0,96.0,97.0,129.0,127.0,158.0,160.0,195.0,197.0
YNL002C,RLP7,14,627142.0,626174.0,-1,627742.0,627442.0,627159.0,300.0,1530.0,316.0,36.0,38.0,69.0,67.0,97.0,96.0,132.0,131.0,163.0,162.0,193.0,196.0
YNL003C,PET8,14,625829.0,624975.0,-1,626429.0,626129.0,625861.0,13.0,161.0,193.0,31.0,37.0,77.0,75.0,111.0,108.0,141.0,142.0,178.0,178.0,211.0,213.0
YNL004W,HRB1,14,622915.0,624621.0,1,622315.0,622615.0,622895.0,43.0,480.0,203.0,33.0,36.0,73.0,76.0,106.0,108.0,142.0,146.0,178.0,179.0,221.0,225.0
YNL005C,MRP7,14,622428.0,621313.0,-1,623028.0,622728.0,622473.0,53.0,488.0,326.0,35.0,36.0,71.0,70.0,107.0,109.0,147.0,143.0,178.0,180.0,212.0,215.0
YNL006W,LST8,14,620067.0,620978.0,1,619467.0,619767.0,620019.0,11.0,234.0,248.0,38.0,37.0,73.0,77.0,110.0,104.0,137.0,134.0,162.0,160.0,196.0,197.0
YNL007C,SIS1,14,619565.0,618507.0,-1,620165.0,619865.0,619706.0,21.0,382.0,300.0,24.0,27.0,51.0,67.0,89.0,100.0,124.0,141.0,161.0,180.0,203.0,231.0
YNL008C,ASI3,14,618241.0,616211.0,-1,618841.0,618541.0,618266.0,9.0,50.0,31.0,40.0,44.0,79.0,76.0,102.0,103.0,139.0,143.0,178.0,179.0,221.0,223.0
YNL009W,IDP3,14,614821.0,616083.0,1,614221.0,614521.0,614787.0,1.0,15.0,52.0,38.0,35.0,70.0,73.0,100.0,102.0,130.0,131.0,166.0,169.0,202.0,204.0
YNL012W,SPO1,14,609686.0,611665.0,1,609086.0,609386.0,609675.0,2.0,6.0,4.0,29.0,28.0,45.0,46.0,79.0,78.0,111.0,111.0,160.0,160.0,196.0,197.0
YNL015W,PBI2,14,605384.0,605611.0,1,604784.0,605084.0,605349.0,0.0,0.0,3.0,35.0,35.0,73.0,82.0,124.0,130.0,165.0,172.0,210.0,216.0,258.0,267.0
YNL016W,PUB1,14,602907.0,604268.0,1,602307.0,602607.0,602849.0,2259.0,17055.0,1401.0,33.0,32.0,67.0,65.0,96.0,90.0,122.0,130.0,167.0,177.0,217.0,224.0
YNL020C,ARK1,14,597539.0,595623.0,-1,598139.0,597839.0,597667.0,4.0,84.0,116.0,34.0,29.0,60.0,72.0,101.0,112.0,144.0,147.0,183.0,187.0,219.0,234.0
YNL021W,HDA1,14,593227.0,595347.0,1,592627.0,592927.0,593167.0,3.0,47.0,69.0,29.0,31.0,68.0,69.0,109.0,112.0,150.0,152.0,186.0,184.0,222.0,224.0
YNL022C,RCM1,14,592899.0,591427.0,-1,593499.0,593199.0,592924.0,105.0,875.0,304.0,38.0,41.0,79.0,81.0,108.0,108.0,144.0,144.0,182.0,182.0,221.0,218.0
YNL023C,FAP1,14,591160.0,588263.0,-1,591760.0,591460.0,591222.0,4.0,34.0,40.0,41.0,32.0,73.0,63.0,102.0,106.0,149.0,151.0,192.0,190.0,231.0,233.0
YNL024C,EFM6,14,587847.0,587107.0,-1,588447.0,588147.0,587866.0,27.0,171.0,92.0,33.0,30.0,69.0,66.0,105.0,105.0,131.0,129.0,168.0,169.0,213.0,211.0
YNL024C-A,KSH1,14,586820.0,586602.0,-1,587420.0,587120.0,586874.0,94.0,983.0,368.0,41.0,39.0,80.0,68.0,108.0,101.0,135.0,130.0,171.0,170.0,220.0,218.0
YNL025C,SSN8,14,585291.0,584320.0,-1,585891.0,585591.0,585318.0,31.0,132.0,114.0,39.0,39.0,66.0,63.0,98.0,98.0,132.0,130.0,167.0,171.0,213.0,215.0
YNL026W,SAM50,14,581920.0,583374.0,1,581320.0,581620.0,581901.0,24.0,272.0,223.0,35.0,36.0,63.0,64.0,84.0,84.0,126.0,126.0,170.0,171.0,205.0,206.0
YNL027W,CRZ1,14,579580.0,581616.0,1,578980.0,579280.0,579471.0,4.0,44.0,56.0,39.0,33.0,72.0,79.0,119.0,116.0,153.0,158.0,199.0,201.0,242.0,240.0
YNL029C,KTR5,14,578773.0,577205.0,-1,579373.0,579073.0,578818.0,12.0,62.0,75.0,41.0,41.0,80.0,80.0,123.0,125.0,166.0,171.0,203.0,209.0,249.0,247.0
YNL030W,HHF2,14,576727.0,577038.0,1,576127.0,576427.0,576697.0,6672.0,27074.0,812.0,23.0,27.0,64.0,67.0,110.0,118.0,161.0,174.0,214.0,222.0,253.0,261.0
YNL031C,HHT2,14,576050.0,575640.0,-1,576650.0,576350.0,576066.0,13334.0,26174.0,830.0,41.0,35.0,85.0,85.0,136.0,139.0,192.0,193.0,238.0,237.0,269.0,265.0
YNL032W,SIW14,14,574506.0,575351.0,1,573906.0,574206.0,574366.0,12.0,51.0,53.0,27.0,35.0,56.0,72.0,92.0,110.0,135.0,155.0,178.0,189.0,209.0,238.0
YNL036W,NCE103,14,559814.0,560479.0,1,559214.0,559514.0,559763.0,83.0,142.0,41.0,35.0,37.0,74.0,77.0,116.0,125.0,162.0,176.0,209.0,211.0,242.0,244.0
YNL037C,IDH1,14,559002.0,557920.0,-1,559602.0,559302.0,559115.0,18.0,366.0,313.0,33.0,33.0,67.0,66.0,101.0,114.0,146.0,159.0,192.0,201.0,237.0,240.0
YNL038W,GPI15,14,557020.0,557783.0,1,556420.0,556720.0,557009.0,81.0,318.0,89.0,32.0,34.0,62.0,65.0,99.0,100.0,132.0,135.0,170.0,171.0,210.0,211.0
YNL039W,BDP1,14,555048.0,556832.0,1,554448.0,554748.0,555030.0,8.0,129.0,143.0,37.0,34.0,63.0,63.0,98.0,98.0,141.0,144.0,184.0,185.0,219.0,220.0
YNL041C,COG6,14,551987.0,549468.0,-1,552587.0,552287.0,552042.0,27.0,83.0,49.0,32.0,33.0,67.0,66.0,99.0,105.0,135.0,134.0,167.0,171.0,205.0,207.0
YNL042W,BOP3,14,548100.0,549290.0,1,547500.0,547800.0,547335.0,7.0,42.0,43.0,41.0,38.0,74.0,87.0,120.0,135.0,152.0,162.0,200.0,206.0,251.0,239.0
YNL044W,YIP3,14,545268.0,545877.0,1,544668.0,544968.0,545197.0,759.0,3156.0,503.0,33.0,27.0,67.0,64.0,103.0,104.0,142.0,147.0,184.0,184.0,225.0,222.0
YNL045W,LAP2,14,542963.0,544978.0,1,542363.0,542663.0,542953.0,13.0,90.0,73.0,29.0,31.0,78.0,84.0,128.0,131.0,173.0,173.0,215.0,218.0,265.0,266.0
YNL047C,SLM2,14,541881.0,539911.0,-1,542481.0,542181.0,541910.0,35.0,112.0,84.0,48.0,47.0,89.0,86.0,130.0,127.0,167.0,163.0,206.0,204.0,256.0,251.0
YNL048W,ALG11,14,538173.0,539819.0,1,537573.0,537873.0,538146.0,338.0,1329.0,209.0,35.0,34.0,76.0,76.0,119.0,119.0,163.0,161.0,202.0,205.0,246.0,246.0
YNL049C,SFB2,14,537911.0,535281.0,-1,538511.0,538211.0,537925.0,24.0,232.0,151.0,42.0,41.0,77.0,75.0,118.0,117.0,153.0,155.0,193.0,193.0,233.0,232.0
YNL051W,COG5,14,532659.0,533870.0,1,532059.0,532359.0,532653.0,3.0,18.0,43.0,28.0,25.0,62.0,63.0,80.0,81.0,117.0,118.0,156.0,157.0,205.0,205.0
YNL052W,COX5A,14,531725.0,532186.0,1,531125.0,531425.0,531694.0,41.0,688.0,437.0,35.0,41.0,80.0,79.0,119.0,122.0,167.0,171.0,218.0,222.0,264.0,267.0
YNL053W,MSG5,14,529942.0,531411.0,1,529342.0,529642.0,529822.0,135.0,778.0,234.0,31.0,21.0,57.0,54.0,86.0,93.0,125.0,130.0,163.0,171.0,200.0,216.0
YNL054W,VAC7,14,526086.0,529583.0,1,525486.0,525786.0,526044.0,1.0,4.0,8.0,36.0,30.0,75.0,70.0,108.0,101.0,146.0,146.0,185.0,185.0,228.0,230.0
YNL055C,POR1,14,518845.0,517994.0,-1,519445.0,519145.0,518884.0,2212.0,5306.0,811.0,47.0,46.0,96.0,102.0,156.0,150.0,185.0,182.0,213.0,205.0,242.0,238.0
YNL056W,OCA2,14,517249.0,517842.0,1,516649.0,516949.0,517224.0,102.0,1121.0,469.0,33.0,28.0,61.0,63.0,109.0,106.0,131.0,126.0,155.0,153.0,195.0,197.0
YNL059C,ARP5,14,514935.0,512668.0,-1,515535.0,515235.0,514951.0,7.0,91.0,100.0,31.0,31.0,64.0,65.0,101.0,102.0,137.0,137.0,177.0,176.0,209.0,206.0
YNL061W,NOP2,14,510540.0,512396.0,1,509940.0,510240.0,510497.0,3.0,16.0,20.0,33.0,37.0,64.0,62.0,93.0,96.0,127.0,135.0,167.0,173.0,206.0,214.0
YNL062C,GCD10,14,510212.0,508776.0,-1,510812.0,510512.0,510241.0,28.0,808.0,428.0,30.0,28.0,57.0,60.0,96.0,92.0,138.0,139.0,177.0,179.0,211.0,215.0
YNL063W,MTQ1,14,507758.0,508702.0,1,507158.0,507458.0,507634.0,9.0,60.0,91.0,40.0,30.0,74.0,63.0,110.0,98.0,141.0,130.0,171.0,155.0,201.0,190.0
YNL064C,YDJ1,14,507097.0,505868.0,-1,507697.0,507397.0,507290.0,1147.0,5612.0,892.0,24.0,33.0,58.0,63.0,89.0,97.0,119.0,137.0,154.0,173.0,193.0,223.0
YNL065W,AQR1,14,503724.0,505484.0,1,503124.0,503424.0,503631.0,96.0,482.0,103.0,30.0,25.0,58.0,76.0,107.0,121.0,154.0,171.0,203.0,214.0,246.0,248.0
YNL066W,SUN4,14,501515.0,502777.0,1,500915.0,501215.0,500962.0,329.0,2880.0,775.0,25.0,33.0,62.0,74.0,101.0,106.0,124.0,143.0,158.0,166.0,185.0,210.0
YNL067W,RPL9B,14,499681.0,500256.0,1,499081.0,499381.0,499648.0,297.0,3914.0,822.0,34.0,28.0,62.0,60.0,102.0,104.0,142.0,143.0,181.0,179.0,213.0,211.0
YNL068C,FKH2,14,498289.0,495701.0,-1,498889.0,498589.0,498499.0,8.0,62.0,62.0,32.0,28.0,72.0,67.0,102.0,115.0,137.0,150.0,186.0,177.0,225.0,217.0
YNL069C,RPL16B,14,495001.0,493956.0,-1,495601.0,495301.0,495016.0,1798.0,14490.0,1133.0,29.0,27.0,80.0,79.0,131.0,134.0,174.0,174.0,212.0,213.0,245.0,245.0
